Indicativo;NOMBRE;z;NOM_PROV;x;y;Año;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;Mínimo
C655Q;SAN MATEO-COLEGIO;835;LAS PALMAS;-15.53227778;28.00638889;1994;3,5;5,5;5,0;3,0;7,5;8,5;12,0;11,0;10,0;9,5;7,0;6,0;3,0
C655Q;SAN MATEO-COLEGIO;835;LAS PALMAS;-15.53227778;28.00638889;1995;5,0;4,0;5,5;4,5;8,5;9,0;11,0;;10,5;8,5;7,0;5,5;
C655Q;SAN MATEO-COLEGIO;835;LAS PALMAS;-15.53227778;28.00638889;1996;5,0;5,0;3,5;5,5;6,5;8,0;10,5;11,5;10,5;9,0;7,5;6,0;3,5
C655Q;SAN MATEO-COLEGIO;835;LAS PALMAS;-15.53227778;28.00638889;1997;4,5;6,0;4,5;6,5;8,5;8,0;;;11,0;9,0;8,0;5,0;
C655Q;SAN MATEO-COLEGIO;835;LAS PALMAS;-15.53227778;28.00638889;1998;5,5;8,0;6,5;7,0;9,0;9,0;11,5;;12,0;9,5;8,5;5,5;
C655Q;SAN MATEO-COLEGIO;835;LAS PALMAS;-15.53227778;28.00638889;1999;4,5;4,5;5,5;6,0;6,5;9,0;12,0;11,5;11,5;8,5;6,0;5,0;4,5
C655Q;SAN MATEO-COLEGIO;835;LAS PALMAS;-15.53227778;28.00638889;2000;5,0;4,0;5,5;6,5;6,5;10,5;;;11,5;10,0;8,0;5,5;
C655Q;SAN MATEO-COLEGIO;835;LAS PALMAS;-15.53227778;28.00638889;2001;4,5;4,0;7,5;6,5;;11,5;;;;;;;
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;1994;6,0;7,0;6,5;5,0;8,0;11,0;12,0;13,0;12,0;11,0;10,0;9,0;5,0
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;1995;7,5;7,0;7,5;8,5;10,0;11,0;12,5;13,2;12,5;12,5;9,5;8,5;7,0
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;1996;6,2;6,7;6,2;7,0;8,5;11,0;13,0;13,2;12,0;9,0;9,0;7,7;6,2
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;1997;5,5;7,0;7,5;7,7;10,0;10,5;12,5;13,5;13,0;12,3;9,7;8,0;5,5
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;1998;8,0;9,3;9,0;8,5;9,3;11,0;12,5;13,5;13,0;11,0;10,3;7,7;7,7
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;1999;6,3;6,0;6,3;7,5;8,0;10,3;12,5;13,7;12,7;9,5;8,7;7,0;6,0
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2000;6,0;5,7;7,0;6,8;8,5;11,5;12,2;13,8;12,5;12,0;9,3;6,5;5,7
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2001;5,7;6,3;8,0;9,0;8,5;11,0;12,5;14,0;13,5;11,5;8,7;9,0;5,7
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2002;7,7;7,0;6,8;8,5;8,5;10,5;11,0;11,0;13,0;12,0;10,5;8,5;6,8
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2003;5,5;6,0;6,0;7,8;8,5;11,0;13,5;14,5;12,8;11,2;9,0;7,0;5,5
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2004;;7,7;7,2;7,5;9,0;10,2;12,0;15,0;13,8;11,7;10,2;7,8;
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2005;5,0;4,5;6,0;7,5;8,3;10,0;12,0;12,5;13,0;;9,0;7,5;
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2006;6,5;5,5;6,2;6,5;7,8;10,0;12,0;12,5;12,0;12,0;9,0;6,5;5,5
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2007;5,5;5,7;6,8;5,8;8,5;10,0;11,0;12,0;11,0;11,0;9,0;5,5;5,5
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2008;5,3;6,7;6,7;7,8;9,3;9,5;12,5;13,5;11,0;10,0;6,5;;
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2009;4,8;5,0;6,3;7,0;6,8;9,0;12,0;13,5;12,2;11,5;9,5;7,5;4,8
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2010;5,7;7,0;7,0;6,7;;10,5;11,0;12,7;12,2;11,7;8,0;8,0;
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2011;6,8;;4,5;7,6;8,0;11,0;10,5;11,2;12,0;10,8;8,6;6,4;
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2012;5,5;3,8;4,5;6,2;6,5;10,8;12,0;12,5;13,0;10,0;9,0;6,4;3,8
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2013;5,8;4,0;6,5;6,5;8,4;7,0;11,0;14,0;11,0;10,5;9,0;6,3;4,0
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2014;4,8;5,0;5,6;6,5;9,0;9,5;9,8;12,5;12,5;10,0;7,5;5,5;4,8
C656J;SANTA BRIGIDA-FINCA MADROÑAL;700;LAS PALMAS;-15.52144444;28.02;2015;5,0;4,5;6,0;5,0;;;;;;;;;
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;1988;;;;;;;;;;;9,0;7,0;
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;1989;6,5;8,0;6,5;5,2;7,5;10,5;11,5;14,8;11,5;;;;
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;1990;5,5;5,0;5,0;6,0;7,0;9,5;12,0;11,0;9,0;;;7,0;
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;1991;6,0;5,0;5,8;5,0;4,0;7,5;7,0;;;8,5;7,0;7,0;
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;1993;;;;;;;;;;8,0;4,5;5,5;
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;1994;5,0;4,0;4,0;4,5;4,5;;;;;;;;
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;2008;;;;;;;;;;;;5,9;
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;2009;4,1;4,6;6,1;4,8;7,3;7,4;10,3;10,7;11,1;11,1;8,1;7,5;4,1
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;2010;4,4;5,9;5,6;5,9;9,2;10,1;11,0;13,1;12,3;10,5;8,6;6,8;4,4
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;2011;4,6;3,8;5,3;6,7;7,2;11,3;13,5;11,9;11,6;9,4;8,2;4,2;3,8
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;2012;3,2;;3,4;4,9;7,6;11,5;10,5;12,5;10,2;9,8;8,3;6,0;
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;2013;3,1;3,8;5,3;4,3;8,1;6,5;9,8;11,6;11,5;10,7;8,2;6,2;3,1
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;2014;;5,1;6,1;3,5;6,9;9,2;9,3;10,0;10,6;11,1;7,3;3,5;
C656V;TEROR-OSORIO;683;LAS PALMAS;-15.54727778;28.07527778;2015;6,5;4,0;3,8;5,8;;;;;;;;;
C657I;SANTA BRIGIDA (CASCO);510;LAS PALMAS;-15.49033333;28.04138889;1945;;;;;;13,5;14,9;14,3;14,4;14,7;11,0;11,5;
C657I;SANTA BRIGIDA (CASCO);510;LAS PALMAS;-15.49033333;28.04138889;1946;9,5;6,9;9,0;8,5;10,0;11,7;14,0;15,0;14,0;12,3;10,5;8,5;6,9
C657I;SANTA BRIGIDA (CASCO);510;LAS PALMAS;-15.49033333;28.04138889;1947;7,4;7,6;8,6;9,0;11,0;11,2;13,3;15,2;14,7;13,5;11,0;7,9;7,4
C657I;SANTA BRIGIDA (CASCO);510;LAS PALMAS;-15.49033333;28.04138889;1948;9,1;8,9;9,5;9,5;9,9;11,1;14,0;11,4;14,5;12,5;13,4;9,2;8,9
C657I;SANTA BRIGIDA (CASCO);510;LAS PALMAS;-15.49033333;28.04138889;1949;9,0;;;;;;;;;;;;
C657I;SANTA BRIGIDA (CASCO);510;LAS PALMAS;-15.49033333;28.04138889;1951;7,5;;;;;;;;;;;7,8;
C657I;SANTA BRIGIDA (CASCO);510;LAS PALMAS;-15.49033333;28.04138889;1952;6,9;6,5;7,4;;;;;;;;;;
C657I;SANTA BRIGIDA (CASCO);510;LAS PALMAS;-15.49033333;28.04138889;1961;;;;;;;;;;;11,5;11,5;
C657I;SANTA BRIGIDA (CASCO);510;LAS PALMAS;-15.49033333;28.04138889;1962;9,0;9,0;8,5;9,5;11,0;12,5;13,0;13,0;15,0;14,0;10,0;;
C657I;SANTA BRIGIDA (CASCO);510;LAS PALMAS;-15.49033333;28.04138889;1963;9,5;9,0;9,0;11,0;;;;;;;;11,0;
C657J;SANTA BRIGIDA (EL MADROÑAL);590;LAS PALMAS;-15.50561111;28.02222222;1953;;;;;11,0;11,0;14,0;16,0;13,0;13,0;11,0;8,0;
C657J;SANTA BRIGIDA (EL MADROÑAL);590;LAS PALMAS;-15.50561111;28.02222222;1955;4,0;9,0;10,0;9,0;11,0;13,0;10,0;;;;;10,0;
C657J;SANTA BRIGIDA (EL MADROÑAL);590;LAS PALMAS;-15.50561111;28.02222222;1956;10,0;;;10,0;10,0;11,0;;;;;;;
C657J;SANTA BRIGIDA (EL MADROÑAL);590;LAS PALMAS;-15.50561111;28.02222222;1957;10,0;;;;;;;;;;;;
C657K;SANTA BRIGIDA (MONTE COELLO);460;LAS PALMAS;-15.47366667;28.04722222;1945;;;;;;13,7;14,7;15,2;14,9;14,8;10,9;12,0;
C657K;SANTA BRIGIDA (MONTE COELLO);460;LAS PALMAS;-15.47366667;28.04722222;1946;9,6;8,2;9,1;10,0;10,5;13,2;14,5;14,7;14,3;12,5;11,1;8,7;8,2
C657K;SANTA BRIGIDA (MONTE COELLO);460;LAS PALMAS;-15.47366667;28.04722222;1947;3,6;8,0;9,9;10,0;12,0;12,7;14,1;15,5;15,0;14,1;11,2;8,5;3,6
C657K;SANTA BRIGIDA (MONTE COELLO);460;LAS PALMAS;-15.47366667;28.04722222;1948;9,4;9,5;10,4;10,0;10,6;12,4;15,2;;;;;;
C657K;SANTA BRIGIDA (MONTE COELLO);460;LAS PALMAS;-15.47366667;28.04722222;1952;;;;;;15,7;16,0;14,0;14,0;12,7;12,3;10,2;
C657K;SANTA BRIGIDA (MONTE COELLO);460;LAS PALMAS;-15.47366667;28.04722222;1953;10,0;;8,8;9,8;12,4;;;;;13,5;11,6;9,6;
C657V;TEROR-CASCO;585;LAS PALMAS;-15.54866667;28.04166667;1945;;;;;;11,0;12,5;12,0;13,0;14,0;10,5;10,0;
C657V;TEROR-CASCO;585;LAS PALMAS;-15.54866667;28.04166667;1946;8,0;6,5;8,0;9,0;9,0;9,5;12,0;13,0;11,5;10,5;9,5;7,0;6,5
C657V;TEROR-CASCO;585;LAS PALMAS;-15.54866667;28.04166667;1947;6,5;7,5;7,0;6,5;9,0;8,0;8,5;10,0;9,0;10,0;9,5;5,5;5,5
C657V;TEROR-CASCO;585;LAS PALMAS;-15.54866667;28.04166667;1948;8,0;8,0;8,5;8,5;8,5;10,5;12,0;14,5;13,5;;;;
C657V;TEROR-CASCO;585;LAS PALMAS;-15.54866667;28.04166667;1949;;7,5;7,5;9,0;9,5;10,5;11,0;19,0;14,0;15,0;11,5;5,5;
C657V;TEROR-CASCO;585;LAS PALMAS;-15.54866667;28.04166667;1950;5,0;6,0;6,0;6,0;12,0;7,5;9,0;13,0;;;;;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1952;;8,0;;;;;;14,0;14,0;14,0;12,0;9,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1953;8,0;7,0;8,0;9,0;11,0;12,0;14,0;15,0;14,0;11,0;11,0;8,0;7,0
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1961;;;;;;;;;;12,0;10,0;8,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1962;5,0;7,0;7,0;7,0;10,0;9,0;12,0;13,0;14,0;10,0;9,0;5,0;5,0
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1963;6,0;6,0;6,0;8,0;7,0;7,0;9,0;9,0;8,0;10,0;8,0;4,0;4,0
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1964;5,0;7,0;4,0;8,0;8,0;4,0;11,0;12,0;10,0;9,0;7,0;4,0;4,0
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1965;4,0;6,0;7,0;7,0;8,0;7,0;7,0;9,0;6,0;10,0;11,0;4,0;4,0
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1966;3,0;7,0;9,0;6,0;10,0;7,0;10,0;12,0;8,0;9,0;8,0;6,0;3,0
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1967;9,0;5,0;;8,0;;;;;;;6,0;4,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1968;6,0;8,0;4,0;6,0;8,0;7,0;9,0;8,0;8,0;9,0;8,0;7,0;4,0
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1969;7,0;7,0;7,0;5,0;7,0;9,0;10,0;9,0;8,0;9,0;9,0;7,0;5,0
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1970;7,0;5,0;5,0;10,0;9,0;8,0;9,0;8,0;8,0;3,0;8,0;6,0;3,0
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1971;7,0;4,0;6,0;5,0;8,0;8,0;10,0;9,0;10,0;;8,0;5,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1972;5,0;3,0;4,0;7,0;7,0;6,0;8,0;10,0;9,0;9,0;8,0;6,0;3,0
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1973;;4,0;5,0;8,0;8,0;8,0;9,0;9,0;8,0;9,0;7,0;7,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1974;5,0;5,0;6,0;5,0;7,0;8,0;9,0;9,0;9,0;7,0;7,0;6,0;5,0
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1975;4,0;6,0;7,0;6,0;7,0;10,0;;;13,0;13,0;11,0;9,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1976;8,0;9,0;9,0;8,0;10,0;12,0;12,0;16,0;10,0;14,0;10,0;9,0;8,0
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1977;10,0;9,0;9,0;8,0;4,0;10,0;11,0;13,0;;14,0;9,0;8,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1978;9,0;11,0;;11,0;10,0;11,0;13,0;11,0;13,0;11,0;10,0;8,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1979;7,0;8,0;6,0;7,0;;10,0;8,0;9,0;12,0;8,0;8,0;8,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1980;7,0;8,0;9,0;10,0;9,0;9,0;9,0;13,0;;10,0;11,0;7,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1981;7,0;7,0;10,0;9,0;9,0;9,0;10,0;;9,0;8,0;;8,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1982;8,0;7,0;8,0;8,0;9,0;9,0;;;;;;;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1983;;;;;;;;;;;;10,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1984;9,0;9,0;9,0;9,0;10,0;12,0;;;;;;;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1985;;;;;;;20,0;20,0;21,0;19,0;16,0;13,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1986;;8,0;7,0;8,0;10,0;12,0;15,0;15,0;13,0;15,0;11,0;8,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1987;7,0;8,0;11,0;10,0;11,0;13,0;12,0;15,0;16,0;12,0;13,0;9,0;7,0
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1988;7,0;10,0;10,0;10,0;10,0;11,0;11,0;11,0;9,0;;;;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1989;10,0;11,0;11,0;11,0;11,0;12,0;13,0;13,0;12,0;12,0;;9,0;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1990;10,0;11,0;;;;;;;;;;;
C658I;LAS PALMAS DE GRAN CANARIA    (VIVERO DE TAFIRA);320;LAS PALMAS;-15.45055556;28.06666667;1992;;;;;;;;;;;;10,0;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;1988;;;;;;;;;;13,0;8,0;7,0;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;1989;5,0;6,0;7,0;7,0;9,0;13,0;16,0;17,0;;;;9,0;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;1990;;11,0;;;2,0;;;;;;;;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;1991;;;;;11,0;12,0;9,0;9,0;8,0;9,0;10,0;10,0;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;1992;10,0;;9,0;8,0;10,0;10,0;9,0;;;9,0;10,0;;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;1993;10,0;9,0;9,0;9,0;10,0;9,0;8,0;8,0;;10,5;9,0;9,0;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;1994;;8,0;11,0;11,5;12,5;17,0;19,0;21,5;18,0;17,0;17,0;14,6;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;1995;;14,3;8,0;9,0;9,0;12,0;8,0;9,0;9,0;9,0;;9,0;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;1996;9,0;8,0;9,0;9,0;9,0;9,0;;;;;;;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;1997;;;;;;;;;;;10,0;;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;1998;;;;;;;14,5;16,4;14,9;12,6;10,5;8,0;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;1999;7,3;6,0;7,7;8,6;10,0;11,5;13,0;17,0;15,0;10,5;9,0;8,5;6,0
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2000;6,0;7,0;8,5;8,5;10,0;14,5;14,0;17,0;15,5;14,5;11,0;8,0;6,0
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2001;8,0;8,0;10,0;9,5;11,5;11,0;16,5;11,0;16,0;14,5;9,5;10,0;8,0
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2002;6,0;7,0;8,0;9,0;13,0;14,0;14,0;14,0;13,0;15,0;10,5;9,5;6,0
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2003;7,5;6,5;8,0;9,5;13,0;15,0;16,0;17,0;16,0;12,5;10,5;7,0;6,5
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2004;8,0;8,0;8,5;8,0;10,0;13,5;16,0;17,5;11,5;13,0;9,0;8,0;8,0
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2005;5,0;4,5;7,5;9,0;10,0;12,0;;16,0;16,0;13,0;9,5;7,0;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2006;6,5;7,0;7,0;8,5;10,0;12,5;17,5;17,0;14,0;13,0;9,0;7,0;6,5
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2007;6,5;8,0;8,0;8,0;9,0;12,0;14,5;16,5;;12,0;10,0;7,0;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2008;7,5;8,5;11,0;11,5;11,5;14,5;17,5;16,0;14,0;13,0;7,0;5,0;5,0
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2009;6,5;6,5;7,5;10,0;9,0;12,0;15,5;16,5;12,0;12,0;7,5;7,0;6,5
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2010;4,5;4,5;7,5;8,0;10,0;12,0;13,0;11,5;14,5;10,0;;7,0;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2011;3,0;3,0;3,5;6,0;6,0;11,5;15,0;18,0;15,5;12,5;10,5;9,0;3,0
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2012;7,5;6,5;9,0;8,0;9,5;15,5;18,0;17,0;15,5;13,0;10,5;7,5;6,5
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2013;5,0;7,5;8,5;11,0;11,5;14,5;16,0;16,5;12,0;14,5;11,0;8,0;5,0
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2014;6,0;9,0;8,5;8,5;13,0;13,0;;15,0;15,0;13,0;10,5;6,5;
C658J;LAS PALMAS DE G.C.-JARDIN CANARIO I;270;LAS PALMAS;-15.46116667;28.06111111;2015;7,0;6,5;5,0;;;;;;;;;;
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1979;8,5;9,0;9,5;9,0;11,0;13,0;14,0;15,0;15,0;13,5;11,5;7,5;7,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1980;8,0;8,0;7,5;10,0;11,0;12,0;15,5;;13,5;13,0;11,0;9,0;
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1981;7,0;7,0;9,5;8,0;10,0;12,5;14,0;13,0;15,0;14,0;12,5;11,0;7,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1982;9,0;8,0;9,5;9,0;10,0;12,0;14,5;17,0;17,0;10,5;15,0;10,5;8,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1983;9,5;10,5;12,0;11,0;12,0;15,0;15,0;18,5;18,0;15,5;11,5;12,5;9,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1984;13,0;10,0;10,5;13,0;11,5;13,0;15,0;17,5;;15,5;12,0;12,0;
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1985;10,0;9,0;11,5;12,0;12,0;15,5;18,0;18,0;17,5;16,0;14,5;11,5;9,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1986;11,0;11,0;12,0;11,5;12,0;14,0;16,0;15,0;18,0;;;11,0;
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1987;;10,5;13,0;12,0;11,5;15,5;17,0;18,0;18,5;15,0;15,5;13,0;
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1988;12,0;11,5;10,0;12,0;13,0;15,5;16,0;18,0;18,5;17,0;13,5;13,0;10,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1989;10,5;12,5;12,0;11,5;12,0;16,0;19,0;15,0;19,0;18,5;14,5;13,0;10,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1990;11,0;11,0;10,0;13,0;14,5;16,0;18,0;21,0;;;;10,0;
