Indicativo;NOMBRE;z;NOM_PROV;x;y;Año;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;Mínimo
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1991;6,5;7,0;8,5;9,0;9,5;13,5;12,5;13,0;14,5;11,5;7,5;8,5;6,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1992;8,0;7,5;9,0;9,5;11,0;12,5;15,0;14,5;12,5;13,5;9,0;8,0;7,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1993;6,5;5,5;8,0;8,5;9,5;10,5;13,5;14,5;13,5;10,5;10,0;7,0;5,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1994;7,5;5,0;7,5;7,0;9,5;12,5;12,0;15,0;14,0;13,5;11,0;9,0;5,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1995;8,0;8,0;11,5;8,5;8,0;13,0;15,0;14,5;15,0;12,5;9,5;9,5;8,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1996;8,5;7,5;8,0;9,0;10,5;12,5;12,5;12,0;14,0;12,5;10,0;8,5;7,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1997;8,0;8,0;8,5;9,8;11,0;12,5;14,0;15,0;15,0;13,0;12,0;8,5;8,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1998;8,5;10,2;9,0;10,0;11,0;10,8;13,0;14,4;14,0;13,5;12,0;9,0;8,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;1999;7,0;5,5;8,0;9,4;9,0;11,4;;14,0;14,5;11,0;8,5;8,0;
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2000;6,5;8,0;8,0;8,3;9,0;12,0;13,0;14,0;14,5;13,4;10,5;7,5;6,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2001;8,0;8,0;8,4;7,5;10,5;9,5;15,0;15,8;15,0;14,4;10,4;10,5;7,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2002;7,2;7,0;7,0;9,0;11,5;11,5;11,5;12,8;13,5;13,5;11,0;9,5;7,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2003;7,6;6,5;6,5;9,0;11,5;12,0;14,5;15,0;14,0;12,4;10,5;7,5;6,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2004;8,0;7,5;8,5;8,0;10,5;13,0;15,5;15,4;13,0;13,5;11,0;9,5;7,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2005;7,0;5,5;7,0;9,5;10,5;12,0;15,0;16,0;15,0;13,5;10,2;9,0;5,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2006;7,0;8,5;7,0;9,5;9,5;11,5;15,5;15,0;14,0;13,0;10,0;8,5;7,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2007;8,0;7,5;7,0;8,0;10,0;12,4;14,0;12,0;;13,0;11,0;7,5;
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2008;7,0;8,5;8,0;9,5;10,5;11,5;14,0;13,5;12,5;11,0;;6,2;
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2009;6,0;7,0;8,0;8,0;10,0;10,5;14,0;15,5;14,0;13,5;11,0;9,0;6,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2010;6,0;8,5;8,0;9,0;11,0;13,0;14,0;15,5;15,5;13,0;12,0;10,0;6,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2011;7,5;7,0;7,0;8,5;9,5;12,0;14,5;14,5;15,0;12,5;11,5;8,0;7,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2012;6,5;6,5;6,5;7,5;10,0;14,0;16,0;15,0;12,5;13,0;11,0;9,0;6,5
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2013;7,0;7,0;8,0;10,5;11,0;10,0;13,5;15,5;14,0;12,5;10,5;8,5;7,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2014;6,0;7,5;8,0;8,5;10,0;13,0;12,0;13,0;15,0;13,5;10,5;8,0;6,0
C658K;SANTA BRIGIDA-EL TEJAR;390;LAS PALMAS;-15.49533333;28.04444444;2015;8,0;8,0;7,0;8,0;;;;;;;;;
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;1993;9,5;9,5;10,0;11,0;11,5;14,5;12,6;17,5;16,0;13,5;11,5;11,4;9,5
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;1994;9,0;9,5;8,0;11,2;13,0;16,0;17,5;12,0;16,0;15,2;14,6;13,2;8,0
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;1995;11,0;11,5;11,5;12,0;15,5;15,5;17,0;18,0;16,5;15,2;12,5;12,2;11,0
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;1996;11,0;10,0;9,6;11,8;13,5;15,2;11,2;18,0;17,0;15,5;13,0;11,5;9,6
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;1997;9,5;12,2;11,0;12,5;14,5;15,2;17,5;14,9;18,0;16,0;14,0;13,2;9,5
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;1998;11,5;13,2;12,5;12,4;13,8;15,8;17,5;18,0;17,0;16,0;15,0;12,0;11,5
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;1999;10,0;10,5;10,6;12,5;13,5;16,5;17,5;19,4;17,8;13,2;12,6;12,0;10,0
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2000;9,6;11,8;12,0;12,0;13,0;16,0;17,0;17,5;17,2;16,5;14,0;10,0;9,6
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2001;10,8;11,0;13,0;12,5;13,2;;17,6;19,0;18,5;17,0;13,5;14,0;
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2002;12,0;12,2;11,0;12,5;14,0;15,8;15,8;17,8;17,6;17,0;15,0;14,0;11,0
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2003;10,2;10,0;11,0;12,5;14,2;16,0;18,0;19,0;18,4;15,5;13,6;12,0;10,0
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2004;11,8;12,0;12,0;11,8;13,8;16,5;18,4;19,8;18,8;16,5;10,2;12,5;10,2
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2005;9,6;8,5;11,0;13,0;14,5;16,0;18,0;19,0;18,5;16,4;11,0;12,5;8,5
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2006;10,6;11,2;12,2;11,0;14,0;15,5;18,2;19,0;17,4;16,0;;;
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2007;11,2;11,3;11,6;11,6;13,3;14,9;17,7;16,6;16,8;16,9;;11,3;
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2008;10,7;11,8;13,0;13,5;13,5;16,5;17,3;18,5;17,6;14,5;12,4;10,5;10,5
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2009;10,6;10,6;10,9;12,5;12,9;15,2;18,2;19,1;16,9;17,8;15,0;13,6;10,6
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2010;11,0;12,5;12,7;12,0;14,1;15,9;16,2;18,4;18,4;15,5;14,8;12,7;11,0
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2011;12,0;10,4;8,8;13,0;12,5;15,9;17,8;18,5;17,8;15,8;12,2;12,5;8,8
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2012;10,8;9,1;11,6;11,0;12,4;17,2;17,8;18,4;18,1;14,0;14,1;12,6;9,1
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2013;11,2;11,4;12,0;13,0;13,5;15,4;16,9;18,3;17,3;17,0;13,7;12,0;11,2
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2014;10,2;10,4;11,6;11,1;14,5;15,0;17,3;18,0;17,4;16,2;12,4;11,2;10,2
C658L;LAS PALMAS DE G.C. (TAFIRA CMT);269;LAS PALMAS;-15.44977778;28.07638889;2015;11,5;9,9;9,8;11,6;;;;;;;;;
C658X;LAS PALMAS G.C.-TAFIRA/ZURBARÁN;269;LAS PALMAS;-15.45338889;28.07805556;2008;;;;;;;;;;;;10,7;
C658X;LAS PALMAS G.C.-TAFIRA/ZURBARÁN;269;LAS PALMAS;-15.45338889;28.07805556;2009;10,6;10,6;;;13,2;15,3;18,3;19,1;17,0;17,9;15,2;13,7;
C658X;LAS PALMAS G.C.-TAFIRA/ZURBARÁN;269;LAS PALMAS;-15.45338889;28.07805556;2010;10,6;12,6;12,5;13,7;14,5;16,1;16,6;18,4;18,4;16,0;14,9;13,1;10,6
C658X;LAS PALMAS G.C.-TAFIRA/ZURBARÁN;269;LAS PALMAS;-15.45338889;28.07805556;2011;11,8;10,8;8,3;12,7;12,2;15,9;18,1;18,4;17,9;15,8;14,1;12,3;8,3
C658X;LAS PALMAS G.C.-TAFIRA/ZURBARÁN;269;LAS PALMAS;-15.45338889;28.07805556;2012;10,9;9,3;11,4;10,9;12,3;17,1;18,0;18,2;18,0;15,4;14,1;12,7;9,3
C658X;LAS PALMAS G.C.-TAFIRA/ZURBARÁN;269;LAS PALMAS;-15.45338889;28.07805556;2013;11,1;11,3;12,2;13,8;13,7;15,2;17,0;18,3;17,2;16,9;13,9;11,7;11,1
C658X;LAS PALMAS G.C.-TAFIRA/ZURBARÁN;269;LAS PALMAS;-15.45338889;28.07805556;2014;10,2;9,3;11,4;11,2;14,5;14,8;17,5;18,1;17,5;16,3;12,5;11,3;9,3
C658X;LAS PALMAS G.C.-TAFIRA/ZURBARÁN;269;LAS PALMAS;-15.45338889;28.07805556;2015;11,5;9,7;9,8;11,4;;;;;;;;;
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2002;;;;;;18,4;18,1;20,0;21,0;19,4;17,6;17,2;
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2003;12,4;14,2;15,4;15,0;17,1;19,6;21,3;22,4;;20,3;15,7;;
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2004;15,4;15,2;14,3;13,9;16,4;19,0;20,6;22,6;22,2;20,3;18,5;15,1;13,9
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2005;13,3;12,3;14,6;14,5;18,1;19,4;20,8;20,9;22,3;20,2;16,7;17,0;12,3
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2006;14,2;13,8;15,2;16,0;16,9;19,1;20,9;21,1;20,8;17,4;17,4;14,6;13,8
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2007;12,5;14,9;13,0;16,3;16,2;18,7;19,3;;20,8;19,8;16,6;13,8;
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2008;15,5;16,0;13,5;17,4;18,5;19,9;21,7;21,9;20,8;18,8;14,9;15,2;13,5
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2009;10,3;3,7;;;13,0;15,4;;;20,9;20,9;17,5;16,6;
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2010;15,2;16,9;16,6;17,1;17,9;19,1;18,9;21,2;22,5;20,8;18,2;17,7;15,2
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2011;16,0;15,2;11,8;13,0;13,2;;;;;;;16,8;
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2012;;;;;;20,0;;21,5;;;;15,8;
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2013;;;15,9;;;17,9;19,0;21,2;21,0;19,5;17,2;15,5;
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2014;;;13,8;15,3;17,1;18,2;19,8;20,8;;;;;
C659H;LAS PALMAS G.C.,SAN CRISTÓBAL;55;LAS PALMAS;-15.41616667;28.08972222;2015;;13,3;12,8;14,2;;;;;;;;;
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1967;;;;;;;;19,0;18,0;;12,0;12,0;
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1968;10,5;11,0;9,5;11,1;;16,6;18,5;20,0;20,0;18,5;14,0;14,4;
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1969;14,2;13,1;13,5;11,1;15,0;17,0;18,4;20,5;;17,6;15,2;13,6;
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1970;13,0;13,9;12,9;14,6;15,9;16,0;19,5;19,9;;17,0;15,3;13,0;
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1971;13,6;10,7;11,1;11,3;14,5;17,0;9,8;19,6;18,6;19,0;15,4;12,5;9,8
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1972;12,4;9,7;11,0;13,4;13,7;16,3;17,5;20,0;19,5;18,5;16,4;12,0;9,7
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1973;12,4;11,8;12,0;13,7;14,8;17,0;19,4;19,5;19,6;17,6;16,8;13,4;11,8
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1974;13,8;12,0;12,4;12,7;15,0;17,5;19,4;20,0;17,5;16,7;15,4;14,0;12,0
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1975;13,6;13,2;13,5;13,3;15,0;16,3;19,6;20,5;18,8;17,5;15,0;11,2;11,2
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1976;10,2;13,0;12,7;13,8;11,0;17,0;19,2;21,0;20,6;17,0;16,6;12,4;10,2
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1977;13,6;10,4;14,2;15,6;16,4;16,8;19,0;18,8;20,0;18,0;15,2;12,0;10,4
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1978;12,0;14,6;13,6;14,4;16,0;16,2;18,6;19,8;20,4;17,4;16,4;13,8;12,0
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1979;12,0;13,0;13,2;14,4;16,0;17,2;19,6;20,2;19,0;17,4;16,6;12,6;12,0
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1980;12,6;13,0;12,4;14,8;16,0;18,4;19,2;20,4;18,0;18,6;16,0;14,0;12,4
C659K;LAS PALMAS DE GRAN CANARIA-I.C.M.R;30;LAS PALMAS;-15.41722222;28.10833333;1981;13,4;10,4;14,0;;;;;;;;;;
C659M;LAS PALMAS DE GRAN CANARIA-PLAZA DE LA FERIA;15;LAS PALMAS;-15.42144444;28.11305556;2013;;;;;;;;;;20,8;17,5;15,6;
C659M;LAS PALMAS DE GRAN CANARIA-PLAZA DE LA FERIA;15;LAS PALMAS;-15.42144444;28.11305556;2014;14,1;12,3;14,8;16,1;17,9;18,8;;;;;15,6;15,1;
C659M;LAS PALMAS DE GRAN CANARIA-PLAZA DE LA FERIA;15;LAS PALMAS;-15.42144444;28.11305556;2015;15,3;13,2;;15,1;;;;;;;;;
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1955;17,0;;11,0;17,0;;19,5;21,4;20,8;21,6;19,4;;;
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1956;12,0;14,6;14,0;;16,0;17,0;;18,0;18,9;18,0;16,0;13,8;
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1957;12,0;13,8;15,0;15,2;15,4;17,4;;;;18,0;;14,0;
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1958;15,0;14,0;14,6;13,4;17,0;;18,2;;;18,8;17,0;13,2;
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1959;14,0;14,0;14,0;15,0;17,0;18,4;19,6;21,0;21,0;20,0;16,0;16,0;14,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1960;14,0;13,0;14,0;15,0;16,0;18,0;20,0;20,0;20,0;18,0;18,0;15,0;13,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1961;13,0;14,0;15,0;15,5;18,0;18,0;20,0;20,0;20,4;19,5;15,0;15,0;13,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1962;13,0;14,2;13,5;16,0;17,0;17,5;19,0;21,0;19,2;18,2;16,0;15,0;13,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1963;14,8;15,0;15,0;16,0;16,4;18,0;19,0;20,2;19,2;18,8;17,0;14,8;14,8
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1964;14,6;14,0;15,0;16,0;17,4;18,8;18,8;21,0;20,4;18,8;18,8;16,8;14,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1965;15,0;15,8;15,2;15,4;17,0;18,8;19,6;20,2;19,0;17,4;14,2;15,6;14,2
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1966;14,6;15,2;14,4;17,2;17,4;18,4;19,6;19,2;19,6;18,4;16,6;14,4;14,4
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1967;14,8;12,4;14,4;14,0;16,8;17,4;19,6;20,0;20,6;19,0;15,0;13,4;12,4
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1968;14,2;13,0;10,8;13,4;14,8;17,2;18,2;20,2;19,8;18,6;14,4;14,8;10,8
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1969;15,0;13,2;13,8;13,2;16,0;17,8;18,2;19,8;19,6;17,8;15,4;13,6;13,2
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1970;13,0;13,6;13,4;14,6;16,0;17,2;19,6;20,4;20,8;18,6;16,4;14,2;13,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1971;15,2;12,4;15,0;14,4;17,0;18,0;18,2;20,6;19,6;20,0;15,0;12,4;12,4
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1972;12,0;12,2;11,6;13,2;15,2;16,2;17,6;20,6;20,8;19,8;17,6;14,0;11,6
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1973;12,8;14,4;13,6;15,8;17,6;17,4;19,8;20,6;20,8;18,8;18,0;16,2;12,8
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1974;13,2;14,2;13,6;13,0;17,0;19,2;21,0;21,0;20,0;18,2;16,2;14,6;13,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1975;14,2;14,0;14,6;14,8;15,8;18,0;20,0;21,6;17,8;18,0;17,2;13,6;13,6
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1976;13,0;14,0;13,8;14,4;14,8;17,0;19,6;21,2;21,4;18,8;16,8;13,8;13,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1977;14,0;13,0;14,4;15,8;17,0;16,0;19,8;19,8;20,0;18,8;16,0;13,0;13,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1978;14,8;15,4;16,4;16,2;16,8;18,2;19,2;20,6;21,4;18,8;17,8;15,6;14,8
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1979;14,0;15,2;14,2;15,4;16,2;18,2;19,6;21,0;20,2;20,0;19,4;15,8;14,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1980;13,0;15,0;13,6;16,0;17,4;18,6;21,0;21,8;19,0;19,0;17,2;15,2;13,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1981;14,6;12,0;14,2;15,8;17,0;19,0;21,0;20,0;22,0;20,2;19,0;15,8;12,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1982;15,2;13,8;14,2;15,2;16,4;17,8;19,6;21,0;20,6;19,6;18,0;13,2;13,2
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1983;14,8;12,6;15,8;16,0;15,6;18,2;20,0;21,0;21,0;18,6;17,0;16,2;12,6
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1984;14,0;13,2;14,0;15,8;17,0;17,2;19,2;21,0;19,0;20,0;17,0;15,2;13,2
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1985;13,0;13,6;14,4;14,2;16,0;18,6;21,2;21,0;22,0;19,8;18,0;14,0;13,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1986;;;12,2;14,0;16,2;18,0;20,0;20,0;22,0;20,6;18,0;16,8;
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1987;16,0;16,0;16,6;17,0;19,0;20,0;20,2;21,8;22,6;19,0;18,8;17,0;16,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1988;15,2;14,0;14,0;16,2;17,4;18,2;19,4;20,8;21,2;20,0;18,0;16,2;14,0
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1989;14,8;14,2;16,8;16,2;18,0;20,2;21,4;22,0;23,0;18,6;17,2;15,2;14,2
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1990;15,0;16,8;17,0;15,4;18,2;19,0;20,4;22,2;22,0;20,4;17,2;14,2;14,2
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1991;15,4;13,2;13,8;15,8;16,8;18,0;19,6;21,2;20,6;20,8;16,2;17,8;13,2
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1992;15,8;16,8;17,0;17,0;17,2;18,8;18,4;20,6;20,8;18,8;19,0;15,2;15,2
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1993;15,0;14,0;13,0;16,0;15,6;19,8;20,0;;20,8;18,8;;17,0;
C659P;LAS PALMAS DE GRAN CANARIA-JUNTA DE OBRAS DEL PUER;15;LAS PALMAS;-15.41722222;28.15;1994;15,8;14,6;14,2;16,2;18,6;21,0;;;;;;;
C659S;LAS PALMAS DE G.C.-BASE DE HIDROS;3;LAS PALMAS;-15.42922222;27.13611111;1951;;13,5;15,0;15,5;15,0;15,0;20,0;20,4;20,1;19,0;16,5;14,6;
